n_experiment,pattern,length,n_rows,n_cols,rank,condnumber,sparsity,isdiag,issymmetric,ishermitian,isposdef,istriu,istril,algorithm,cast_time,calc_time,error
2,HB/can_96,9216,96,96,96,1.822963778688251e6,0.953125,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,1.125e-5,2.7448709656278884e-18
2,HB/dwt_59,3481,59,59,59,191.10161643179535,0.9531743751795461,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,1.2291e-5,5.399757033416537e-18
2,HB/dwt_66,4356,66,66,66,62.61208645540396,0.9556932966023876,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,9.167e-6,5.432496050753528e-18
2,HB/dwt_72,5184,72,72,72,113.98246833943041,0.9716435185185185,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,7.875e-6,6.2988798810580674e-18
3,HB/dwt_87,7569,87,87,87,159.77909847205495,0.9585149953758753,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,1.3e-5,5.472706158981348e-18
2,HB/ibm32,1024,32,32,32,404.1150535827763,0.876953125,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,6.625e-6,2.4666e-5,3.6587533025512056e-17
2,HB/impcol_b,3481,59,59,59,163374.72498980144,0.9221488078138466,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,3.333e-6,2.675e-5,9.605721151123437e-18
2,HB/lap_25,625,25,25,25,363.42782551178794,0.8448,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,7.959e-6,8.219279688895054e-18
1,HB/pores_1,900,30,30,30,1.812615858941931e6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,2.0e-6,1.0625e-5,1.2843904916345314e-17
2,HB/steam3,6400,80,80,80,4.993685967352331e10,0.9509375,0.0,0.0,0.0,0.0,0.0,0.0,klu,0.0,2.2041e-5,4.6385505867918736e-24
3,HB/west0067,4489,67,67,67,130.21736674566404,0.9345065716195143,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,4.583e-6,3.0625e-5,1.8726774442471467e-17
2,Hamrle/Hamrle1,1024,32,32,32,1.0617103403989424e6,0.904296875,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,1.875e-6,1.2042e-5,3.2046705515920005e-19
1,JGD_CAG/CAG_mat72,5184,72,72,72,8786.16650166308,0.8047839506172839,0.0,0.0,0.0,0.0,0.0,0.0,klu,0.004446916,5.3125e-5,6.5917635651921986e-18
2,JGD_Trefethen/Trefethen_20,400,20,20,20,39.081090307482064,0.7775,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,9.083e-6,8.982956867475559e-18
2,JGD_Trefethen/Trefethen_20b,361,19,19,19,24.65098086001617,0.7700831024930748,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,7.708e-6,4.1305054344818694e-18
3,Oberwolfach/LF10,324,18,18,18,75215.78761417005,0.845679012345679,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,8.708e-6,1.5165710719728334e-19
3,Oberwolfach/LFAT5,196,14,14,14,4.181050586337629e7,0.8469387755102041,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,8.292e-6,1.771377734316145e-23
2,Pajek/GD95_c,3844,62,62,62,51.48301866570961,0.9253381893860562,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,2.917e-6,2.5125e-5,7.331516233736282e-17
3,Pajek/Tina_AskCog,121,11,11,11,19.78371320075263,0.7024793388429752,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,2.5e-6,4.375e-6,0.0
1,Pothen/mesh1e1,2304,48,48,48,3.554720228811436,0.9231770833333334,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,1.0041e-5,1.3833403730011892e-17
1,Pothen/mesh1em1,2304,48,48,48,15.889243622628886,0.9231770833333334,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,9.834e-6,7.303805060899922e-18
1,Pothen/mesh1em6,2304,48,48,48,3.953703510755165,0.9231770833333334,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,9.666e-6,1.2038211498013246e-17
1,Pothen/sphere2,4356,66,66,66,129.20675494071162,0.940771349862259,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,1.0167e-5,6.6839966017890385e-18
2,Rommes/ww_36_pmec_36,4356,66,66,66,810277.1418402274,0.7258953168044077,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,3.875e-6,3.025e-5,3.1715962995117335e-18
1,vanHeukelum/cage3,25,5,5,5,18.845465463133916,0.24,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,1.167e-6,2.666e-6,1.63098140455146e-17
1,vanHeukelum/cage4,81,9,9,9,19.363105859279017,0.3950617283950617,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,2.25e-6,4.375e-6,2.829075607253517e-17
2,vanHeukelum/cage5,1369,37,37,37,15.416552301670588,0.8298027757487217,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,2.667e-6,1.6041e-5,1.8536239075538497e-17
3,vanHeukelum/cage6,8649,93,93,93,11.424578584813595,0.9092380622037229,0.0,0.0,0.0,0.0,0.0,0.0,dgetrf,8.125e-6,5.6042e-5,2.2036267236141185e-17
