n_experiment,pattern,length,n_rows,n_cols,rank,condnumber,sparsity,isdiag,issymmetric,ishermitian,isposdef,istriu,istril,algorithm,cast_time,calc_time,error
1,hadamard,65536,256,256,256,1.0000000000000024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dgetrf,0.0,0.000339208,1.1147675865524487e-16
1,hadamard,65536,256,256,256,1.0000000000000024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,umfpack,4.5375e-5,0.001689625,6.73115772264783e-17
1,hadamard,65536,256,256,256,1.0000000000000024,0.0,0.0,1.0,1.0,0.0,0.0,0.0,klu,0.0,0.003405709,1.310968786692019e-16
1,hankel,256,16,16,16,19.148925053222918,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dgetrf,0.0,4.458e-6,5.1299483756563603e-17
1,hankel,256,16,16,16,19.148925053222918,0.0,0.0,1.0,1.0,0.0,0.0,0.0,umfpack,3.666e-6,4.425e-5,2.919535602499802e-16
1,hankel,256,16,16,16,19.148925053222918,0.0,0.0,1.0,1.0,0.0,0.0,0.0,klu,0.0,1.7375e-5,2.0682827831073465e-16
1,hankel,65536,256,256,256,259.0092127378456,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dgetrf,0.0,0.000349625,3.951935539642597e-17
1,hankel,65536,256,256,256,259.0092127378456,0.0,0.0,1.0,1.0,0.0,0.0,0.0,umfpack,4.5084e-5,0.002389875,8.706548139095292e-15
1,hankel,65536,256,256,256,259.0092127378456,0.0,0.0,1.0,1.0,0.0,0.0,0.0,klu,0.0,0.003326625,1.896878999559545e-15
1,heat,256,16,16,15,5.744970531987984e18,0.46875,0.0,0.0,0.0,0.0,0.0,1.0,dgetrf,0.0,7.667e-6,1.1107683378121216e-19
1,heat,256,16,16,15,5.744970531987984e18,0.46875,0.0,0.0,0.0,0.0,0.0,1.0,umfpack,2.5e-6,2.4458e-5,9.608816323317795e-19
1,heat,256,16,16,15,5.744970531987984e18,0.46875,0.0,0.0,0.0,0.0,0.0,1.0,klu,0.0,1.225e-5,1.3312198305389745e-20
1,heat,65536,256,256,250,2.629576174144978e71,0.498046875,0.0,0.0,0.0,0.0,0.0,1.0,dgetrf,0.0,0.000354583,1.9370146357437935e-70
